Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
562.104233,Escherichia coli UPEC-245U/190328,,562,131567;2;3379134;1224;1236;91347;543;561;562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Complete,UPEC-245U/190328,,,"Escherichia coli, UPEC",MLST.ecoli_achtman_4.295,,,,,,,,,,,,,,,,Good,2021-08-03T00:00:00Z,,,PRJNA610084,SAMN14277527,GCA_023376095.1,,"CP049845,CP049851,CP049850,CP049849,CP049848,CP049847,CP049846",,Complete,Illumina HiSeq; Oxford Nanopore MiniION,208.905x,Unicycler v. v0.4.1,,6.0,7.0,5301911.0,50.689423,1.0,5016451.0,94.0,8.0,,5356.0,100.0,99.0,,100.0,,bladder epithelial biopsy from 30-year-old female patient with recurrent urinary tract infection,,2019-03-28,2019.0,,Mexico,,,,North America,Mexico: Mexico City,,Homo sapiens,Human,Female,30 years,Recurrent urinary tract infection,Human,,,host_description:30-year-old female patient with recurrent urinary tract infection;host_disease_outcome:chronic disease;host_disease_stage:chronic disease;host_health_state:chronic disease;host_subject_id:Not applicable,collected_by:Hospital Militar de Especialidades de la mujer y neonatologia;specimen_voucher:Not collected,,2022-05-27T10:12:14.508Z,2022-05-27T10:12:14.508Z
562.10826,Escherichia coli strain 2011C-3911,,562,131567;2;3379134;1224;1236;91347;543;561;562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Complete,2011C-3911,O79:H7,,STEC,MLST.ecoli_achtman_4.1727,,,,,,,,,,,,,,,,Good,2016-05-19T00:00:00Z,,,PRJNA218110,SAMN04851092,GCF_001644725.1,,"CP015240,CP015239",CDC,Complete,PacBio,,PacBio Hierarchical Genome Assembly,,1.0,2.0,4989576.0,50.87,1.0,4863599.0,92.0,8.0,,5001.0,100.0,99.8,,100.0,,stool,,2011-08-10,2011.0,,,,,,,,,"Human, Homo sapiens",Human,,,,Human,,,,collected_by:EDLB-CDC,PulseNet STEC genome reference library,2016-07-05T01:51:06.254Z,2016-07-05T01:51:06.254Z
562.10827,Escherichia coli strain 2013C-4465,,562,131567;2;3379134;1224;1236;91347;543;561;562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Complete,2013C-4465,O55:H7,,STEC,MLST.ecoli_achtman_4.335,,,,,,,,,,,,,,,,Good,2016-05-19T00:00:00Z,,,PRJNA218110,SAMN04851091,GCF_001644745.1,,"CP015241,CP015242",CDC,Complete,PacBio,,PacBio Hierarchical Genome Assembly,,1.0,2.0,5494966.0,50.43,1.0,5428937.0,98.0,8.0,,5640.0,99.9,99.2,,100.0,,stool,,2013-08-20,2013.0,,,,,,,,,"Human, Homo sapiens",Human,,,,Human,,,,collected_by:EDLB-CDC,PulseNet STEC genome reference library,2016-07-05T01:52:48.658Z,2016-07-05T01:52:48.658Z
562.114671,Escherichia coli BH100,,562,131567;2;3379134;1224;1236;91347;543;561;562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Complete,BH100,,,UPEC,MLST.ecoli_achtman_4.127,,,,,,,,,,,,,,,,Good,2018-01-04T00:00:00Z,,,PRJNA389912,SAMN08117235,GCA_002859105.1,,"CP025251,CP025252,CP025253",,,Illumina HiSeq,984.0x,SPAdes v. 3.6,,2.0,3.0,5270937.0,50.485672,1.0,5131212.0,84.0,15.0,,5301.0,99.9,98.6,0.1,100.0,,urine,,1974,1974.0,,Brazil,,,,South America,Brazil: Belo Horizonte,,Homo sapiens,Human,Female,,Urinary tract infection,Human,,,,collected_by:Edmar Chartone Souza,,2022-12-26T03:28:00.864Z,2022-12-26T03:28:00.864Z
562.115444,Escherichia coli KE26,,562,131567;2;3379134;1224;1236;91347;543;561;562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Complete,KE26,,,UPEC,MLST.ecoli_achtman_4.4713,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA909323,SAMN32080938,GCA_026968085.1,,JAPVBU000000000,,,Illumina NextSeq; Oxford Nanopore MinION,414x,Unicycler v. 0.4.8,,3.0,4.0,5044943.0,50.633656,1.0,4910688.0,88.0,22.0,,5061.0,100.0,99.3,,100.0,,urine,,2022-08-15,2022.0,,USA,Texas,,,North America,"USA: Dallas, Texas",,Homo sapiens,Human,Female,65,Urinary Tract Infection,Human,,,,collected_by:UTD/UTSW,,2022-12-27T02:12:48.592Z,2022-12-27T02:12:48.592Z
562.115445,Escherichia coli KE21,,562,131567;2;3379134;1224;1236;91347;543;561;562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Complete,KE21,,,UPEC,MLST.ecoli_achtman_4.131,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA909323,SAMN32080935,GCA_026968105.1,,JAPVBX000000000,,,Illumina NextSeq; Oxford Nanopore MinION,288x,Unicycler v. 0.4.8,,2.0,3.0,5144037.0,50.714508,1.0,5015183.0,88.0,22.0,,5182.0,99.9,99.0,0.1,100.0,,urine,,2022-08-15,2022.0,,USA,Texas,,,North America,"USA: Dallas, Texas",,Homo sapiens,Human,Female,78,Urinary Tract Infection,Human,,,,collected_by:UTD/UTSW,,2022-12-27T02:12:46.975Z,2022-12-27T02:12:46.975Z
562.121921,Escherichia coli EH031,,562,131567;2;3379134;1224;1236;91347;543;561;562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Complete,EH031,O26:H11,,STEC,MLST.ecoli_achtman_4.7916,,,,,,,,,,,,,,,,Good,2023-01-13T00:00:00Z,,,PRJDB14896,SAMD00562882,GCA_027925565.1,,"AP027162,AP027163,AP027164",,,MinION,340x,Flye v. 2.9,,2.0,3.0,5922257.0,50.602734,1.0,5730399.0,99.0,22.0,,6164.0,99.5,98.4,,100.0,,,,1989,1989.0,,Belgium,,,,Europe,Belgium,,Homo sapiens,Human,,,,Human,,,,,,2023-02-15T02:38:57.214Z,2023-02-15T02:38:57.214Z
562.121922,Escherichia coli H19,,562,131567;2;3379134;1224;1236;91347;543;561;562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Complete,H19,O26:H11,,STEC,MLST.ecoli_achtman_4.21,,,,,,,,,,,,,,,,Good,2023-01-13T00:00:00Z,,,PRJDB14896,SAMD00562883,GCA_027925625.1,,"AP027165,AP027166,AP027167,AP027168,AP027169",,,MinION,177x,Flye v. 2.9,,4.0,5.0,5809914.0,50.668186,1.0,5536811.0,92.0,22.0,,6007.0,99.5,98.5,,100.0,,,,1967,1967.0,,United Kingdom,,,,Europe,United Kingdom,,Homo sapiens,Human,,,,Human,,,,,,2023-02-15T02:38:55.226Z,2023-02-15T02:38:55.226Z
562.121923,Escherichia coli 2313,,562,131567;2;3379134;1224;1236;91347;543;561;562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Complete,2313,O26:H11,,STEC,MLST.ecoli_achtman_4.21,,,,,,,,,,,,,,,,Good,2023-01-13T00:00:00Z,,,PRJDB14896,SAMD00562881,GCA_027925505.1,,"AP027159,AP027160,AP027161",,,MinION,268x,Flye v. 2.9,,2.0,3.0,5905973.0,50.694424,1.0,5703439.0,96.0,22.0,,6171.0,99.5,98.5,,100.0,,,,2004,2004.0,,Japan,,,,Asia,Japan:Toyama,,Homo sapiens,Human,,,,Human,,,,collected_by:Toyama Institute of Health,,2023-02-15T02:40:43.316Z,2023-02-15T02:40:43.316Z
562.121925,Escherichia coli EH2252,,562,131567;2;3379134;1224;1236;91347;543;561;562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Complete,EH2252,O26:H11,,STEC,MLST.ecoli_achtman_4.21,,,,,,,,,,,,,,,,Good,2023-01-13T00:00:00Z,,,PRJDB14896,SAMD00562885,GCA_027925745.1,,"AP027176,AP027177,AP027178,AP027179,AP027180",,,MinION,70x,Flye v. 2.9,,4.0,5.0,6113694.0,50.58153,1.0,5770266.0,102.0,22.0,,6438.0,99.5,98.3,,100.0,,,,2013,2013.0,,Belgium,,,,Europe,Belgium,,Homo sapiens,Human,,,diarrhea/bloody diarrhea,Human,,,,,,2023-02-15T02:39:03.537Z,2023-02-15T02:39:03.537Z
562.121926,Escherichia coli 98E11,,562,131567;2;3379134;1224;1236;91347;543;561;562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Complete,98E11,O26:H11,,STEC,MLST.ecoli_achtman_4.21,,,,,,,,,,,,,,,,Good,2023-01-13T00:00:00Z,,,PRJDB14896,SAMD00562886,GCA_027925765.1,,"AP027181,AP027182,AP027183,AP027184",,,MinION,95x,Flye v. 2.9,,3.0,4.0,5965160.0,50.595543,1.0,5767030.0,106.0,22.0,,6275.0,99.5,98.4,,100.0,,,,1998,1998.0,,Japan,,,,Asia,Japan:Fukuoka,,Homo sapiens,Human,,,diarrhea/bloody diarrhea,Human,,,,collected_by:Fukuoka Institute of Health and Environmental Sciences,,2023-02-15T02:40:10.561Z,2023-02-15T02:40:10.561Z
562.121927,Escherichia coli 02E060,,562,131567;2;3379134;1224;1236;91347;543;561;562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Complete,02E060,O26:H11,,STEC,MLST.ecoli_achtman_4.21,,,,,,,,,,,,,,,,Good,2023-01-13T00:00:00Z,,,PRJDB14896,SAMD00562890,GCA_027925845.1,,"AP027197,AP027198,AP027199,AP027200,AP027201",,,MinION,235x,Flye v. 2.9,,4.0,5.0,5882574.0,50.60113,1.0,5722815.0,105.0,22.0,,6164.0,99.5,98.5,,100.0,,,,2002,2002.0,,Japan,,,,Asia,Japan:Fukuoka,,Homo sapiens,Human,,,diarrhea,Human,,,,collected_by:Fukuoka Institute of Health and Environmental Sciences,,2023-02-15T02:39:19.187Z,2023-02-15T02:39:19.187Z
